z,filepath,x_km_min,x_km_max,y_km_min,y_km_max,mean_temp,std_temp,min_temp,max_temp,x_axis_label,y_axis_label,georef_note
11,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z011.png,0.0,54.85438621495274,0.0,52.42951526184871,15.600606918334961,0.28543809056282043,15.011242866516113,16.31100082397461,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
12,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z012.png,0.0,54.85438621495274,0.0,52.42951526184871,15.77361011505127,0.19214211404323578,15.446999549865723,16.34600067138672,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
13,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z013.png,0.0,54.85438621495274,0.0,52.42951526184871,15.899148941040039,0.286550372838974,15.501774787902832,16.656999588012695,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
14,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z014.png,0.0,54.85438621495274,0.0,52.42951526184871,16.015789031982422,0.3558337390422821,15.464080810546875,16.785999298095703,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
15,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z015.png,0.0,54.85438621495274,0.0,52.42951526184871,16.11200523376465,0.3107532560825348,15.508378982543945,16.674999237060547,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
16,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z016.png,0.0,54.85438621495274,0.0,52.42951526184871,16.167949676513672,0.268352746963501,15.544622421264648,16.586999893188477,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
17,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z017.png,0.0,54.85438621495274,0.0,52.42951526184871,16.227527618408203,0.2690616846084595,15.588784217834473,16.600000381469727,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
18,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z018.png,0.0,54.85438621495274,0.0,52.42951526184871,16.107200622558594,0.2904980480670929,15.564621925354004,16.500558853149414,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
19,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z019.png,0.0,54.85438621495274,0.0,52.42951526184871,15.894368171691895,0.3125532865524292,15.359000205993652,16.40999984741211,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
20,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z020.png,0.0,54.85438621495274,0.0,52.42951526184871,15.766766548156738,0.3347212076187134,15.163999557495117,16.336000442504883,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
21,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z021.png,0.0,54.85438621495274,0.0,52.42951526184871,15.798835754394531,0.29996711015701294,15.317000389099121,16.29199981689453,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
22,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z022.png,0.0,54.85438621495274,0.0,52.42951526184871,15.910608291625977,0.2663663923740387,15.513324737548828,16.320999145507812,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
23,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z023.png,0.0,54.85438621495274,0.0,52.42951526184871,15.928461074829102,0.2560245990753174,15.456000328063965,16.309307098388672,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
24,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z024.png,0.0,54.85438621495274,0.0,52.42951526184871,15.952919960021973,0.2552812695503235,15.39799976348877,16.278955459594727,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
25,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z025.png,0.0,54.85438621495274,0.0,52.42951526184871,15.896963119506836,0.20681288838386536,15.440999984741211,16.211000442504883,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
26,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z026.png,0.0,54.85438621495274,0.0,52.42951526184871,15.896780014038086,0.17428268492221832,15.368125915527344,16.180999755859375,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
27,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z027.png,0.0,54.85438621495274,0.0,52.42951526184871,15.942090034484863,0.1323532611131668,15.394891738891602,16.139999389648438,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
28,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z028.png,0.0,54.85438621495274,0.0,52.42951526184871,15.955772399902344,0.10671038925647736,15.449963569641113,16.204999923706055,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
29,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z029.png,0.0,54.85438621495274,0.0,52.42951526184871,15.956584930419922,0.06834973394870758,15.719684600830078,16.16699981689453,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
30,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z030.png,0.0,54.85438621495274,0.0,52.42951526184871,15.883220672607422,0.09108661860227585,15.674298286437988,16.108999252319336,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
31,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z031.png,0.0,54.85438621495274,0.0,52.42951526184871,15.788249015808105,0.09876082092523575,15.607000350952148,16.04599952697754,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
32,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z032.png,0.0,54.85438621495274,0.0,52.42951526184871,15.760424613952637,0.19984695315361023,15.51200008392334,16.594999313354492,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
33,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z033.png,0.0,54.85438621495274,0.0,52.42951526184871,15.925314903259277,0.3170565068721771,15.545999526977539,16.649999618530273,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
34,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z034.png,0.0,54.85438621495274,0.0,52.42951526184871,16.004562377929688,0.38384243845939636,15.498891830444336,16.648820877075195,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
35,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z035.png,0.0,54.85438621495274,0.0,52.42951526184871,16.0097599029541,0.37441134452819824,15.432999610900879,16.598766326904297,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
36,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z036.png,0.0,54.85438621495274,0.0,52.42951526184871,16.129514694213867,0.28643256425857544,15.560999870300293,16.569000244140625,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
37,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z037.png,0.0,54.85438621495274,0.0,52.42951526184871,16.240610122680664,0.17469504475593567,15.855999946594238,16.569000244140625,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
38,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z038.png,0.0,54.85438621495274,0.0,52.42951526184871,16.187244415283203,0.11682027578353882,15.908378601074219,16.430999755859375,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
39,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z039.png,0.0,54.85438621495274,0.0,52.42951526184871,16.166696548461914,0.10246895998716354,15.943891525268555,16.499000549316406,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
40,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z040.png,0.0,54.85438621495274,0.0,52.42951526184871,16.1112060546875,0.12722750008106232,15.833595275878906,16.45800018310547,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
41,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z041.png,0.0,54.85438621495274,0.0,52.42951526184871,16.058828353881836,0.14909899234771729,15.73799991607666,16.38599967956543,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
42,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z042.png,0.0,54.85438621495274,0.0,52.42951526184871,16.185504913330078,0.15485744178295135,15.878271102905273,16.492000579833984,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
43,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z043.png,0.0,54.85438621495274,0.0,52.42951526184871,16.22184944152832,0.1675289422273636,15.928594589233398,16.530000686645508,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
44,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z044.png,0.0,54.85438621495274,0.0,52.42951526184871,16.2252254486084,0.1787530928850174,15.946252822875977,16.58099937438965,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
45,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z045.png,0.0,54.85438621495274,0.0,52.42951526184871,16.239534378051758,0.1738010048866272,15.968000411987305,16.604000091552734,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
46,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z046.png,0.0,54.85438621495274,0.0,52.42951526184871,16.250288009643555,0.1650426983833313,15.942000389099121,16.610891342163086,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
47,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z047.png,0.0,54.85438621495274,0.0,52.42951526184871,16.215883255004883,0.1439192295074463,15.928999900817871,16.543846130371094,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
48,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z048.png,0.0,54.85438621495274,0.0,52.42951526184871,16.18018341064453,0.1451859325170517,15.954000473022461,16.46729850769043,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
49,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z049.png,0.0,54.85438621495274,0.0,52.42951526184871,16.223695755004883,0.10987395793199539,16.07554054260254,16.44791030883789,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
50,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z050.png,0.0,54.85438621495274,0.0,52.42951526184871,16.295719146728516,0.11015694588422775,16.017000198364258,16.507909774780273,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
51,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z051.png,0.0,54.85438621495274,0.0,52.42951526184871,16.239267349243164,0.13877898454666138,15.920000076293945,16.44280242919922,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
52,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z052.png,0.0,54.85438621495274,0.0,52.42951526184871,16.164512634277344,0.09890320152044296,15.930648803710938,16.354999542236328,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
53,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z053.png,0.0,54.85438621495274,0.0,52.42951526184871,15.978342056274414,0.11063000559806824,15.699405670166016,16.2549991607666,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
54,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z054.png,0.0,54.85438621495274,0.0,52.42951526184871,15.792871475219727,0.10702503472566605,15.489577293395996,16.070999145507812,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
55,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z055.png,0.0,54.85438621495274,0.0,52.42951526184871,15.658156394958496,0.09970637410879135,15.388134956359863,15.892999649047852,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
56,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z056.png,0.0,54.85438621495274,0.0,52.42951526184871,15.499907493591309,0.07974471896886826,15.288396835327148,15.6850004196167,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
57,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z057.png,0.0,54.85438621495274,0.0,52.42951526184871,15.245719909667969,0.09170283377170563,14.712432861328125,15.42199993133545,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
58,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z058.png,0.0,54.85438621495274,0.0,52.42951526184871,15.091797828674316,0.15167005360126495,14.087864875793457,15.347000122070312,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
59,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z059.png,0.0,54.85438621495274,0.0,52.42951526184871,15.060428619384766,0.11508025974035263,14.515918731689453,15.29800033569336,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
60,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z060.png,0.0,54.85438621495274,0.0,52.42951526184871,14.999643325805664,0.10436707735061646,14.767162322998047,15.243000030517578,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
61,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z061.png,0.0,54.85438621495274,0.0,52.42951526184871,14.90783405303955,0.11123177409172058,14.723090171813965,15.148937225341797,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
62,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z062.png,0.0,54.85438621495274,0.0,52.42951526184871,14.803951263427734,0.12753243744373322,14.574297904968262,15.05085563659668,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
63,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z063.png,0.0,54.85438621495274,0.0,52.42951526184871,14.762299537658691,0.14167845249176025,14.558586120605469,15.036784172058105,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
64,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z064.png,0.0,54.85438621495274,0.0,52.42951526184871,14.822835922241211,0.1136433333158493,14.63293743133545,15.151865005493164,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
65,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z065.png,0.0,54.85438621495274,0.0,52.42951526184871,14.727124214172363,0.0956566110253334,14.571343421936035,15.020000457763672,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
66,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z066.png,0.0,54.85438621495274,0.0,52.42951526184871,14.734672546386719,0.1042872741818428,14.567999839782715,14.972999572753906,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
67,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z067.png,0.0,54.85438621495274,0.0,52.42951526184871,14.717635154724121,0.08885009586811066,14.549036026000977,14.866000175476074,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
68,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z068.png,0.0,54.85438621495274,0.0,52.42951526184871,14.661449432373047,0.08324994146823883,14.47599983215332,14.783026695251465,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
69,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z069.png,0.0,54.85438621495274,0.0,52.42951526184871,14.59347915649414,0.08654206991195679,14.39900016784668,14.741162300109863,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
70,results/plots/tempibhres_relative_km_display_assumed_20260418_0001/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z070.png,0.0,54.85438621495274,0.0,52.42951526184871,14.663429260253906,0.0998033881187439,14.428999900817871,14.823820114135742,"X (km, relative)","Y (km, relative)",Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
